12:35:00,1.08
12:40:00,1.1
12:45:00,1.13
12:50:00,1.16
12:55:00,1.18
13:00:00,1.21
13:05:00,1.25
13:10:00,1.28
13:15:00,1.31
13:20:00,1.35
13:25:00,1.39
13:30:00,1.43
13:35:00,1.47
13:40:00,1.51
13:45:00,1.55
13:50:00,1.59
13:55:00,1.64
14:00:00,1.68
14:05:00,1.73
14:10:00,1.77
14:15:00,1.82
14:20:00,1.87
14:25:00,1.92
14:30:00,1.97
14:35:00,2.01
14:40:00,2.06
14:45:00,2.11
14:50:00,2.16
14:55:00,2.21
15:00:00,2.26
15:05:00,2.31
15:10:00,2.36
15:15:00,2.41
15:20:00,2.46
15:25:00,2.51
15:30:00,2.56
15:35:00,2.61
15:40:00,2.65
15:45:00,2.7
15:50:00,2.74
15:55:00,2.79
16:00:00,2.83
16:05:00,2.87
16:10:00,2.91
16:15:00,2.94
16:20:00,2.98
16:25:00,3.02
16:30:00,3.05
16:35:00,3.08
16:40:00,3.11
16:45:00,3.14
16:50:00,3.16
16:55:00,3.19
17:00:00,3.21
17:05:00,3.23
17:10:00,3.24
17:15:00,3.26
17:20:00,3.27
17:25:00,3.28
17:30:00,3.29
17:35:00,3.3
17:40:00,3.3
17:45:00,3.31
17:50:00,3.31
17:55:00,3.31
18:00:00,3.3
18:05:00,3.3
18:10:00,3.29
18:15:00,3.28
18:20:00,3.27
18:25:00,3.25
18:30:00,3.24
18:35:00,3.22
18:40:00,3.2
18:45:00,3.18
18:50:00,3.15
18:55:00,3.13
19:00:00,3.1
19:05:00,3.07
19:10:00,3.04
19:15:00,3
19:20:00,2.97
19:25:00,2.93
19:30:00,2.89
19:35:00,2.85
19:40:00,2.81
19:45:00,2.77
19:50:00,2.72
19:55:00,2.68
20:00:00,2.63
20:05:00,2.58
20:10:00,2.54
20:15:00,2.49
20:20:00,2.44
20:25:00,2.39
20:30:00,2.34
20:35:00,2.29
20:40:00,2.24
20:45:00,2.19
20:50:00,2.14
20:55:00,2.09
21:00:00,2.04
21:05:00,1.99
21:10:00,1.95
21:15:00,1.9
21:20:00,1.85
21:25:00,1.81
21:30:00,1.76
21:35:00,1.72
21:40:00,1.67
21:45:00,1.63
21:50:00,1.59
21:55:00,1.55
22:00:00,1.51
22:05:00,1.48
22:10:00,1.44
22:15:00,1.41
22:20:00,1.37
22:25:00,1.34
22:30:00,1.31
22:35:00,1.29
22:40:00,1.26
22:45:00,1.24
22:50:00,1.22
22:55:00,1.2
23:00:00,1.18
23:05:00,1.16
23:10:00,1.15
23:15:00,1.14
23:20:00,1.13
23:25:00,1.12
23:30:00,1.11
23:35:00,1.11
23:40:00,1.11
23:45:00,1.11
23:50:00,1.11
23:55:00,1.11
